"Field","Trt","Plot","Scom","Spop","Asyn","CPE","SAE","Richness","Shannon","Inv.Simpson","Evenness.Shannon","Evenness.Simpson","Nitrogen","Nitrogen_log"
"CDR B","C",43,0.546574385043002,0.0829775247219685,0.463596860321034,0.205941536469811,0.257655323851223,4.04347826086957,1.20575415243005,2.96667546474816,0.579845178747371,0.370834433093521,2,0.477121254719662
"CDR B","C",48,0.474603289233348,0.0959220569567548,0.378681232276593,0.154791781362121,0.223889450914472,4.34782608695652,0.966570212587094,2.03900599523978,0.419776109698628,0.203900599523978,2,0.477121254719662
"CDR B","D",2,0.320787477215452,-0.00603560519601201,0.326823082411464,0.0874386104395147,0.239384471971949,3.1304347826087,1.10442782839154,2.79650320949184,0.531117517013415,0.34956290118648,3.4,0.643452676486187
"CDR B","D",14,0.403318212432969,-0.00261497923231359,0.405933191665282,0.0984050124427822,0.3075281792225,3.65217391304348,1.28501081146735,3.16396422838336,0.584833623618582,0.351551580931484,3.4,0.643452676486187
"CDR B","D",24,0.482700457582183,0.0546416929624594,0.428058764619723,0.207438993893175,0.220619770726549,3.73913043478261,1.12320830418278,2.89860903282571,0.577214885655467,0.414087004689387,3.4,0.643452676486187
"CDR B","D",36,0.438606991808671,0.0459195396672604,0.392687452141411,0.170008443900457,0.222679008240954,4.17391304347826,1.14638592256327,2.68237112450076,0.497869080300797,0.268237112450076,3.4,0.643452676486187
"CDR B","D",38,0.485658842733506,0.0369937278753491,0.448665114858157,0.186452274636892,0.262212840221265,3.78260869565217,1.25261857594102,3.09538290827739,0.699099738248171,0.515897151379565,3.4,0.643452676486187
"CDR B","D",41,0.510604527318523,0.0749825364899432,0.43562199082858,0.180726885052308,0.254895105776272,3.95652173913043,1.15142448970926,2.60462299961327,0.553718133753883,0.325577874951659,3.4,0.643452676486187
"CDR B","E",5,0.378206739371064,0.00835336060853961,0.369853378762524,0.131470109083364,0.23838326967916,3.04347826086957,1.11161100629715,2.91461211905533,0.571255053496078,0.416373159865047,5.4,0.806179973983887
"CDR B","E",9,0.260862262771238,-0.0624054782933759,0.323267741064614,0.116922214947188,0.206345526117426,3.39130434782609,1.10889153481396,2.87340512225138,0.481585474598932,0.287340512225138,5.4,0.806179973983887
"CDR B","E",27,0.414186276417639,-0.0611782412116958,0.475364517629335,0.193003923553056,0.282360594076279,3.60869565217391,1.22949129590762,3.10583829369777,0.559565603165692,0.345093143744196,5.4,0.806179973983887
"CDR B","E",30,0.425186446864899,-0.0809570226894356,0.506143469554335,0.275533852434275,0.23060961712006,3.39130434782609,1.11742089355735,2.83280070478006,0.537365860573633,0.354100088097507,5.4,0.806179973983887
"CDR B","E",45,0.410964869827594,-0.0132830964058089,0.424247966233403,0.215044474346651,0.209203491886752,3.65217391304348,1.02261381954239,2.45438150531114,0.525519546747233,0.350625929330163,5.4,0.806179973983887
"CDR B","E",46,0.380069378213606,-0.0541008742856155,0.434170252499221,0.2221512228916,0.212019029607621,3.04347826086957,1.07489868884505,2.48509206494632,0.516917002618268,0.31063650811829,5.4,0.806179973983887
"CDR B","F",7,0.406200124816373,0.069995032985392,0.336205091830981,0.137454382272161,0.19875070955882,2.60869565217391,0.818542205876349,1.85230513953312,0.456837103380289,0.30871752325552,9.5,1.02118929906994
"CDR B","F",16,0.354385727045341,-0.0796662439919551,0.434051971037297,0.225431182484485,0.208620788552812,3.04347826086957,1.05841888912148,2.62253374444624,0.481707195540587,0.291392638271804,9.5,1.02118929906994
"CDR B","F",19,0.502986956862247,0.031648128575134,0.471338828287113,0.215968336334891,0.255370491952222,3.26086956521739,0.996608215296914,2.1132457813808,0.432821448522898,0.21132457813808,9.5,1.02118929906994
"CDR B","F",29,0.293272548600893,-0.0282083060764968,0.32148085467739,0.0970132696714053,0.224467585005984,2.82608695652174,1.01269891233079,2.53333261406027,0.629225212421642,0.506666522812054,9.5,1.02118929906994
"CDR B","F",32,0.366543521838448,-0.0341325687862867,0.400676090624734,0.140271310724176,0.260404779900559,3.1304347826087,1.10249163484126,2.47020131866068,0.566568623621441,0.352885902665812,9.5,1.02118929906994
"CDR B","F",51,0.176970698103856,-0.130642280438396,0.307612978542252,0.0823427225560121,0.22527025598624,3.34782608695652,1.1197781264679,2.67257515397767,0.486313461280969,0.267257515397767,9.5,1.02118929906994
"CDR B","G",8,0.252790952241629,-0.149665519397678,0.402456471639307,0.164908834195081,0.237547637444226,2.8695652173913,1.14975544745881,2.85552529837184,0.499332446369565,0.285552529837184,17,1.25527250510331
"CDR B","G",15,0.459234788161464,0.0234999308934237,0.43573485726804,0.24526433780999,0.19047051945805,2.47826086956522,0.685014285342188,1.60193619590419,0.35202770573695,0.228848027986313,17,1.25527250510331
"CDR B","G",18,0.423655933379073,-0.0459123413476565,0.469568274726729,0.211989580240732,0.257578694485997,2.91304347826087,0.991835865086884,2.16452416773663,0.476972227978888,0.270565520967078,17,1.25527250510331
"CDR B","G",42,0.414274094190696,-0.0372271333506301,0.451501227541326,0.234771055866089,0.216730171675237,2.95652173913043,0.887531169882095,1.89614995363044,0.385449889596932,0.189614995363044,17,1.25527250510331
"CDR B","G",50,0.321985351606354,-0.0809681780853563,0.40295352969171,0.152692020652836,0.250261509038874,3.39130434782609,0.992590857483673,1.98108980115337,0.477335302574473,0.247636225144171,17,1.25527250510331
"CDR B","G",53,0.278184346633026,-0.0198570909869485,0.298041437619975,0.093251623638845,0.20478981398113,2.60869565217391,0.678143576150871,1.51066668751148,0.348496859672627,0.215809526787354,17,1.25527250510331
"CDR B","H",3,0.350538364900986,-0.0501390185083396,0.400677383409326,0.181399014706245,0.219278368703081,2.21739130434783,0.81324718003021,1.75275497573222,0.417926377754399,0.250393567961746,27.2,1.45024910831936
"CDR B","H",4,0.338159630114136,0.0357452724194324,0.302414357694704,0.10363749487166,0.198776862823043,2.17391304347826,0.598306564048261,1.45912789631412,0.371748769819513,0.291825579262824,27.2,1.45024910831936
"CDR B","H",22,0.329471067902317,-0.00115767135806373,0.33062873926038,0.133433701472891,0.197195037787489,2.60869565217391,0.690781458367412,1.53910927144207,0.314388190216256,0.171012141271341,27.2,1.45024910831936
"CDR B","H",39,0.358024326476462,-0.0683354325068845,0.426359758983347,0.244843849819593,0.181515909163754,2.69565217391304,0.828668897858448,2.01873987979143,0.398505503159769,0.252342484973929,27.2,1.45024910831936
"CDR B","H",44,0.252286651492656,-0.150655624888591,0.402942276381247,0.154643330029209,0.248298946352038,2.60869565217391,0.930522811323594,1.86043480108102,0.447486881776869,0.232554350135127,27.2,1.45024910831936
"CDR B","H",47,0.374251510800228,0.0670100414264561,0.307241469373771,0.123215551790087,0.184025917583685,2.26086956521739,0.520203995489724,1.34621065136995,0.290331377857232,0.224368441894992,27.2,1.45024910831936
